employee_id,age,years_experience,education_level,job_role,city_tier,performance_score,num_skills,remote_work,annual_salary_usd
EMP0790,35,11,Bachelor,Software Engineer,3,3.1,3,0,89193
EMP0791,39,15,Master,Product Manager,1,4.6,11,0,145295.69
EMP0792,59,39,Bachelor,QA Engineer,1,4.9,4,0,204353.58
EMP0793,28,7,PhD,Product Manager,3,3.8,9,0,105776.36
EMP0794,46,23,Bachelor,ML Engineer,1,3.2,7,0,156396.83
EMP0795,51,31,Bachelor,DevOps,2,4.1,10,0,180457.56
EMP0796,46,24,PhD,ML Engineer,3,2.9,9,0,148705.88
EMP0797,57,34,Master,DevOps,1,4.6,9,1,206875.7
EMP0798,53,33,PhD,DevOps,3,4,3,0,184185.12
EMP0799,31,8,PhD,QA Engineer,3,4.9,4,0,105853.64
EMP0800,34,10,PhD,Data Analyst,1,4.5,9,1,137813.53
EMP0801,59,35,Master,QA Engineer,2,3.1,12,1,194772.75
EMP0802,31,8,High School,Data Analyst,2,3.5,5,0,98275.08
EMP0803,23,3,High School,Data Analyst,2,4,4,1,86631.73
EMP0804,41,17,High School,Data Analyst,3,4.3,9,1,126275.7
EMP0805,34,12,PhD,DevOps,3,2.8,7,0,110768.98
EMP0806,49,29,PhD,DevOps,2,4.6,9,1,181302.44
EMP0807,24,4,Bachelor,ML Engineer,3,4.6,6,0,88853.22
EMP0808,46,23,High School,ML Engineer,3,3.5,10,1,141765.04
EMP0809,52,28,Bachelor,ML Engineer,1,3.2,9,1,169631.51
EMP0810,40,18,High School,Data Analyst,3,2.1,7,1,113148.63
EMP0811,59,39,Master,DevOps,1,3.3,7,1,200902.74
EMP0812,37,16,Master,ML Engineer,1,4.7,3,1,148333.71
EMP0813,29,7,Bachelor,Data Analyst,3,3,9,1,88564.83
EMP0814,39,19,PhD,ML Engineer,1,5,8,1,159229.67
EMP0815,42,18,High School,DevOps,1,4.1,5,1,133944.71
EMP0816,43,22,Master,Product Manager,2,2.6,12,0,147750.05
EMP0817,56,35,Master,Product Manager,1,2.9,11,1,197483.49
EMP0818,27,3,High School,ML Engineer,2,2.8,11,1,85377.19
EMP0819,49,28,Master,Data Analyst,3,4.5,10,1,163851.83
EMP0820,34,11,PhD,Product Manager,3,3.5,12,0,119239.47
EMP0821,23,0,Bachelor,ML Engineer,2,2.6,9,1,86954.6
EMP0822,49,25,High School,ML Engineer,1,3.1,4,0,148752.11
EMP0823,31,9,PhD,DevOps,2,4.6,3,0,117187.63
EMP0824,40,19,Master,QA Engineer,3,2.7,5,0,120803.65
EMP0825,31,10,High School,Software Engineer,2,3.4,10,1,104980.89
EMP0826,34,13,Master,Software Engineer,1,2.8,6,0,128490.3
EMP0827,24,1,High School,Data Analyst,1,2.9,6,0,87966.97
EMP0828,45,25,PhD,QA Engineer,1,2.7,11,0,164008.34
EMP0829,55,31,Master,DevOps,1,2.7,3,1,171067.51
EMP0830,46,25,PhD,Software Engineer,1,2.3,5,1,164455.95
EMP0831,50,27,Master,ML Engineer,1,3.5,7,0,167295.94
EMP0832,37,15,Bachelor,Product Manager,2,4.1,6,0,130638.85
EMP0833,60,40,High School,QA Engineer,3,2.7,10,1,180778.69
EMP0834,45,25,Bachelor,DevOps,2,2,8,1,156998.66
EMP0835,41,21,Bachelor,Product Manager,1,4.6,4,1,149618.45
EMP0836,48,28,Master,Data Analyst,2,3.4,8,1,161354.09
EMP0837,49,29,Bachelor,QA Engineer,2,3.5,7,1,160727.87
EMP0838,42,19,High School,Data Analyst,3,3.9,12,1,130863.19
EMP0839,30,10,PhD,Software Engineer,3,2.9,11,0,111925.59
EMP0840,30,6,PhD,Product Manager,2,3.4,4,1,105944.37
EMP0841,33,9,Master,Product Manager,1,2.3,7,0,108346.27
EMP0842,58,37,High School,Data Analyst,3,3.9,12,0,185065.34
EMP0843,27,4,Bachelor,Product Manager,3,4.6,2,1,85204.38
EMP0844,31,11,Master,Software Engineer,3,2.4,10,1,104541.07
EMP0845,51,28,High School,Software Engineer,3,2.6,6,1,145362.29
EMP0846,49,28,Bachelor,Product Manager,3,4,8,0,153076.14
EMP0847,48,27,High School,Product Manager,2,2.7,9,0,147702.26
EMP0848,51,31,High School,DevOps,1,4.6,8,0,185687.09
EMP0849,46,23,Master,Data Analyst,1,3.7,2,1,160096.78
EMP0850,44,20,High School,Data Analyst,2,3.5,8,1,136955.57
EMP0851,47,25,Bachelor,ML Engineer,1,3.7,6,0,151169.68
EMP0852,51,30,High School,Product Manager,3,3.6,4,1,154432.67
EMP0853,29,7,High School,Software Engineer,2,4.6,6,1,109568.13
EMP0854,38,14,Master,ML Engineer,2,3.3,4,1,121341.6
EMP0855,53,32,PhD,Data Analyst,1,2.4,5,0,180027.14
EMP0856,51,28,High School,DevOps,1,3.3,10,1,171143.89
EMP0857,51,28,High School,QA Engineer,1,2.4,3,0,155357.29
EMP0858,32,8,Master,ML Engineer,3,3.8,11,0,104539.58
EMP0859,55,31,Bachelor,DevOps,1,2.7,9,0,175497.16
EMP0860,29,6,Master,ML Engineer,1,4.5,4,0,112003.57
EMP0861,27,4,PhD,DevOps,3,4.9,11,0,104226.72
EMP0862,50,28,Bachelor,Software Engineer,1,4.4,6,1,177051.74
EMP0863,25,5,PhD,Data Analyst,2,2.8,5,1,105427.17
EMP0864,32,9,PhD,Product Manager,3,4.3,12,0,120558.47
EMP0865,29,7,PhD,DevOps,3,4.4,6,0,103062.12
EMP0866,45,21,Bachelor,DevOps,2,4.7,9,1,155192.41
EMP0867,58,34,PhD,Data Analyst,2,4.4,11,0,189941.26
EMP0868,24,0,Master,DevOps,3,2.7,12,0,80295.62
EMP0869,53,29,High School,Product Manager,2,3.3,9,1,165294.24
EMP0870,41,20,PhD,Product Manager,3,2.1,3,0,124881.39
EMP0871,54,34,PhD,DevOps,1,3.4,11,1,195533.94
EMP0872,54,34,High School,QA Engineer,3,3.4,4,1,168835.68
EMP0873,24,4,PhD,QA Engineer,2,2.9,9,1,99163.61
EMP0874,33,12,Bachelor,Data Analyst,3,4.9,6,0,112996.79
EMP0875,49,25,High School,Data Analyst,2,2.4,4,1,137500.38
EMP0876,60,37,Master,ML Engineer,3,3.1,12,1,188609.78
EMP0877,41,21,Bachelor,Software Engineer,1,2.6,2,0,139533.9
EMP0878,31,10,PhD,QA Engineer,3,2.6,6,1,102677.38
EMP0879,31,8,PhD,Data Analyst,1,2.5,4,1,116601.4
EMP0880,50,26,Bachelor,Software Engineer,2,3.7,8,0,156583.22
EMP0881,43,23,High School,QA Engineer,3,3.3,8,1,137613.34
EMP0882,57,35,High School,DevOps,2,3.5,11,1,179083.48
EMP0883,36,16,High School,DevOps,3,2.9,3,1,113299.75
EMP0884,52,32,PhD,ML Engineer,3,3,8,0,165609.08
EMP0885,32,10,Bachelor,DevOps,2,3.3,10,0,107619.34
EMP0886,60,37,Bachelor,Product Manager,3,4.1,8,1,182618.18
EMP0887,52,31,Bachelor,Product Manager,3,4.2,12,1,176237.61
EMP0888,60,37,High School,DevOps,2,2.9,5,0,178184.73
EMP0889,23,1,Master,Product Manager,3,2.5,10,0,79068.98
EMP0890,29,5,Bachelor,Data Analyst,3,2.7,6,1,81997.57
EMP0891,44,24,Master,Software Engineer,3,4.6,11,0,153526.81
EMP0892,50,27,High School,Data Analyst,3,3.8,3,0,134447.96
EMP0893,54,34,Bachelor,QA Engineer,1,4.6,7,0,191348.64
EMP0894,54,31,High School,Software Engineer,3,3.1,4,0,145230.26
EMP0895,34,11,PhD,Data Analyst,1,4.5,9,1,138038.76
EMP0896,39,17,PhD,Product Manager,3,4,4,1,132786.68
EMP0897,36,15,PhD,DevOps,2,4.7,10,1,148257.18
EMP0898,22,0,High School,Data Analyst,2,2.9,4,1,72952.94
EMP0899,25,2,High School,QA Engineer,3,2.5,11,0,86132.61
EMP0900,55,33,PhD,DevOps,3,4.1,6,1,176639.26
EMP0901,44,24,Master,ML Engineer,3,4.8,8,1,151427.98
EMP0902,50,28,PhD,Software Engineer,2,2.3,10,1,159628.35
EMP0903,46,25,Master,Software Engineer,1,3.5,6,1,165304.55
EMP0904,23,0,Master,Software Engineer,2,4.2,10,0,90840.04
EMP0905,25,3,Master,QA Engineer,3,3.1,2,0,72453.86
EMP0906,22,0,Master,Software Engineer,3,5,11,0,92850.61
EMP0907,44,22,Master,QA Engineer,3,3.7,4,1,136605.56
EMP0908,42,18,Bachelor,Product Manager,2,2.3,8,1,129428.08
EMP0909,27,7,High School,DevOps,1,3.4,9,0,104718.77
EMP0910,59,35,PhD,Product Manager,3,3.5,8,1,186179.07
EMP0911,53,30,Bachelor,Software Engineer,3,2.4,9,0,158903.08
EMP0912,55,35,Bachelor,DevOps,2,2.1,4,1,170442.42
EMP0913,29,5,PhD,Data Analyst,1,3.1,6,0,104818.3
EMP0914,41,19,Master,Product Manager,2,2.1,4,0,126314.44
EMP0915,59,36,High School,Product Manager,2,2.6,9,0,179112.63
EMP0916,24,1,PhD,ML Engineer,2,3.7,7,1,97974.69
EMP0917,52,28,Bachelor,Software Engineer,3,3.9,9,1,164426.52
EMP0918,27,3,PhD,DevOps,1,4.7,7,0,117196.56
EMP0919,50,28,High School,Software Engineer,3,2.1,12,1,147743.08
EMP0920,57,37,Bachelor,ML Engineer,3,3.7,2,0,172430.49
EMP0921,52,28,High School,Data Analyst,3,4.8,4,0,152825.84
EMP0922,59,36,High School,ML Engineer,3,3,11,0,175932.11
EMP0923,53,33,Master,DevOps,1,3.2,10,1,189311.06
EMP0924,28,4,Bachelor,Product Manager,1,2.5,3,0,91980.1
EMP0925,41,18,Bachelor,Data Analyst,3,4.9,4,0,128830.92
EMP0926,28,6,Bachelor,DevOps,2,2.8,3,0,86924.04
EMP0927,34,13,Bachelor,DevOps,3,4.3,8,0,116376.66
EMP0928,57,34,High School,DevOps,1,3.2,5,0,181126.17
EMP0929,39,15,High School,Software Engineer,3,4,4,1,111096.4
EMP0930,54,33,Bachelor,Product Manager,3,5,5,1,174592.54
EMP0931,57,34,High School,Data Analyst,2,4.9,11,1,188664.81
EMP0932,25,2,Master,ML Engineer,2,4.5,8,1,99214.3
EMP0933,35,11,Master,Data Analyst,1,4.2,11,0,131944.9
EMP0934,29,8,Master,DevOps,1,3.8,7,1,124410.74
EMP0935,38,15,Master,Software Engineer,3,4.9,7,0,122560.38
EMP0936,23,2,High School,ML Engineer,2,2,2,0,70602.35
EMP0937,48,24,PhD,DevOps,3,2.2,12,0,137598.65
EMP0938,50,30,Master,DevOps,3,3.1,4,0,153368.28
EMP0939,29,6,Master,Software Engineer,2,2,2,1,87543.05
EMP0940,34,14,Master,QA Engineer,1,2.7,9,1,127502.26
EMP0941,24,2,PhD,QA Engineer,3,3.8,2,0,87477.76
EMP0942,29,7,PhD,Software Engineer,3,2.6,11,0,98836.77
EMP0943,26,2,Bachelor,QA Engineer,1,2.4,11,0,98939
EMP0944,39,18,High School,QA Engineer,3,3.6,6,1,119055.66
EMP0945,22,0,High School,Product Manager,2,4.5,8,1,92338.36
EMP0946,53,31,High School,QA Engineer,1,2.1,8,1,172597.37
EMP0947,42,22,PhD,Software Engineer,2,2.2,11,0,149855.16
EMP0948,49,29,Bachelor,Software Engineer,1,3,3,0,163625.13
EMP0949,23,0,PhD,Data Analyst,3,4.4,7,1,88881.04
EMP0950,43,23,Master,ML Engineer,1,4.8,11,1,177930.59
EMP0951,28,5,High School,Data Analyst,1,4.8,8,1,117391
EMP0952,30,10,PhD,Data Analyst,2,3.8,8,0,115482.1
EMP0953,28,8,High School,Product Manager,2,3.2,11,1,107623.17
EMP0954,22,0,PhD,DevOps,2,4.6,11,0,105181.34
EMP0955,43,23,PhD,ML Engineer,2,3.8,3,0,156103.99
EMP0956,59,38,Bachelor,QA Engineer,3,2.8,8,1,181287.71
EMP0957,50,29,Bachelor,Software Engineer,1,2.2,6,1,159810.22
EMP0958,44,22,Bachelor,Software Engineer,2,2.9,7,1,142921.42
EMP0959,45,25,Bachelor,Data Analyst,1,3.5,10,0,161672.31
EMP0960,34,13,High School,Product Manager,1,4,9,1,132690.68
EMP0961,59,35,Master,ML Engineer,2,3.3,4,0,171830.79
EMP0962,24,1,Bachelor,Data Analyst,3,2.7,5,1,74998.87
EMP0963,35,14,PhD,QA Engineer,2,4.4,8,0,128138.66
EMP0964,22,0,High School,Data Analyst,2,2.1,3,0,69835.66
EMP0965,40,17,Bachelor,QA Engineer,3,4.7,7,0,131833.61
EMP0966,40,19,Bachelor,Product Manager,3,2.5,10,0,124788.12
EMP0967,33,12,High School,Software Engineer,2,4.7,2,0,108351.44
EMP0968,29,7,Bachelor,Product Manager,2,2.7,7,0,102053.22
EMP0969,55,31,PhD,QA Engineer,1,2.4,4,0,174397.03
EMP0970,45,23,PhD,QA Engineer,1,4.8,11,0,177040.39
EMP0971,56,34,Bachelor,Product Manager,1,2.2,6,0,182859.64
EMP0972,53,32,High School,DevOps,3,3.8,4,1,153003.22
EMP0973,54,32,PhD,ML Engineer,2,2.5,7,1,173998.97
EMP0974,39,15,PhD,QA Engineer,3,3.9,5,0,117834.14
EMP0975,34,11,Bachelor,DevOps,1,2.9,8,0,122358.59
EMP0976,57,37,Bachelor,Data Analyst,2,3.3,7,0,183273.29
EMP0977,59,39,PhD,ML Engineer,3,3,9,1,188510.45
EMP0978,53,31,Master,DevOps,1,2.5,5,1,176375.44
EMP0979,26,4,High School,Product Manager,3,3.5,12,0,89893.25
EMP0980,28,8,High School,Product Manager,1,3.6,7,0,100738.98
EMP0981,43,21,Master,QA Engineer,3,4.5,5,0,146483.07
EMP0982,56,34,High School,Product Manager,2,4.5,8,1,183983.03
EMP0983,59,39,PhD,QA Engineer,3,5,4,1,198900.38
EMP0984,35,12,Bachelor,ML Engineer,3,4.4,9,1,125148.84
EMP0985,43,23,Master,Software Engineer,2,4.3,8,0,148542.02
EMP0986,23,1,Bachelor,ML Engineer,1,2.9,2,1,89543.46
EMP0987,44,22,Bachelor,DevOps,2,4.1,8,1,151400.96
EMP0988,24,3,Bachelor,Product Manager,3,3.9,11,1,93770.21
EMP0989,46,25,PhD,Data Analyst,3,3.2,9,0,146138.44
EMP0990,41,21,Bachelor,Data Analyst,3,3.7,2,1,140397.7
EMP0991,23,2,Bachelor,Data Analyst,2,2.9,5,1,84180.11
EMP0992,25,3,High School,Software Engineer,2,4.6,8,1,96565.74
EMP0993,32,12,Bachelor,ML Engineer,2,3.4,3,1,121298.43
EMP0994,30,9,Master,DevOps,3,4,4,1,102768.47
EMP0995,59,38,PhD,Product Manager,1,2,4,1,196916.23
EMP0996,37,13,Master,ML Engineer,2,3.4,11,0,127579.68
EMP0997,27,5,PhD,Product Manager,3,4.5,6,1,96672.53
EMP0998,33,10,Bachelor,Software Engineer,3,4.2,9,1,107247.32
EMP0999,33,9,High School,DevOps,3,4.8,5,0,100412.67
EMP1000,40,20,Bachelor,DevOps,2,5,10,0,156563.24
